date,title,summary,url,source,text_for_nlp,is_tesla_related,is_musk_related
2023-03-02 00:00:00,Tesla stock falls as investor day falls short on specifics,"Electric vehicle maker Tesla hosted a 2023 investor day presentation in Austin, Texas, on Wednesday.",https://www.nbcnews.com/tech/tech-news/tesla-stock-falls-investor-day-falls-short-specifics-rcna73066,NBC,"Tesla stock falls as investor day falls short on specifics Electric vehicle maker Tesla hosted a 2023 investor day presentation in Austin, Texas, on Wednesday.",1,0
2023-03-03 21:56:30,"Tesla Could Start Making Cars in Mexico Next Year, Governor Says",The governor of Nuevo León said a Tesla official had told him that the company’s plant there would be among its biggest and go up in record time.,https://www.nytimes.com/2023/03/03/business/energy-environment/tesla-nuevo-leon-mexico-factory.html,NYT,"Tesla Could Start Making Cars in Mexico Next Year, Governor Says The governor of Nuevo León said a Tesla official had told him that the company’s plant there would be among its biggest and go up in record time.",1,0
2023-03-07 22:05:45,Elon Musk Says Twitter’s Finances Are Improving After Big Cuts,"On a day Mr. Musk said the company was recovering from a sharp drop in ad sales, he found himself apologizing to a former employee with a disability he had disparaged.",https://www.nytimes.com/2023/03/07/business/elon-musk-twitter-finances.html,NYT,"Elon Musk Says Twitter’s Finances Are Improving After Big Cuts On a day Mr. Musk said the company was recovering from a sharp drop in ad sales, he found himself apologizing to a former employee with a disability he had disparaged.",0,1
2023-03-08 00:00:00,Feds investigating Tesla over complaints that steering wheels are falling off while driving,U.S. auto safety regulators have opened an investigation into Tesla’s Model Y SUV after getting two complaints that the steering wheels can come off while being driven.,https://www.nbcnews.com/business/autos/feds-investigating-tesla-complaints-steering-wheels-are-falling-drivin-rcna73935,NBC,Feds investigating Tesla over complaints that steering wheels are falling off while driving U.S. auto safety regulators have opened an investigation into Tesla’s Model Y SUV after getting two complaints that the steering wheels can come off while being driven.,1,0
2023-03-08 00:29:21,F.T.C. Intensifies Investigation of Twitter’s Privacy Practices,"The commission is seeking an interview with Elon Musk, who has made major cuts at the company since acquiring it last year.",https://www.nytimes.com/2023/03/07/technology/ftc-twitter-investigation-privacy.html,NYT,"F.T.C. Intensifies Investigation of Twitter’s Privacy Practices The commission is seeking an interview with Elon Musk, who has made major cuts at the company since acquiring it last year.",0,1
2023-03-14 00:00:00,Two Canadian motorists unknowingly open wrong Teslas and are allowed to drive away,"A pair of Canadian Tesla owners accidentally climbed into the wrong cars before their apps allowed them to drive away in lookalike vehicles, they said Tuesday.",https://www.nbcnews.com/news/us-news/canadian-motorist-unknowingly-opens-wrong-tesla-allowed-drive-away-rcna74872,NBC,"Two Canadian motorists unknowingly open wrong Teslas and are allowed to drive away A pair of Canadian Tesla owners accidentally climbed into the wrong cars before their apps allowed them to drive away in lookalike vehicles, they said Tuesday.",1,0
2023-03-14 00:00:00,"Driver accidentally unlocks, drives Tesla after mistaking it for his own",,https://www.nbcnews.com/now/video/driver-accidentally-unlocks-drives-tesla-after-mistaking-it-for-his-own-165203525682,NBC,"Driver accidentally unlocks, drives Tesla after mistaking it for his own",1,0
2023-03-17 15:15:52,Twitter’s Talks Over Licensing Music Are Said to Stall Under Musk,"Twitter didn’t move forward with the music licensing deals because of costs, people with knowledge of the matter said.",https://www.nytimes.com/2023/03/17/technology/twitters-music-elon-musk.html,NYT,"Twitter’s Talks Over Licensing Music Are Said to Stall Under Musk Twitter didn’t move forward with the music licensing deals because of costs, people with knowledge of the matter said.",0,1
2023-03-26 17:33:49,Elon Musk Values Twitter at $20 Billion,The billionaire bought the social media company for $44 billion in October and took it private.,https://www.nytimes.com/2023/03/26/technology/elon-musk-twitter-value.html,NYT,Elon Musk Values Twitter at $20 Billion The billionaire bought the social media company for $44 billion in October and took it private.,0,1
2023-03-26 22:06:02,Twitter Says Parts of Its Source Code Were Leaked Online,"The leak adds to the challenges facing the Elon Musk-owned company, which is trying to identify the person responsible and any other people who downloaded the code.",https://www.nytimes.com/2023/03/26/technology/twitter-source-code-leak.html,NYT,"Twitter Says Parts of Its Source Code Were Leaked Online The leak adds to the challenges facing the Elon Musk-owned company, which is trying to identify the person responsible and any other people who downloaded the code.",0,1
2023-03-28 00:00:00,Feds launch investigation into Tesla seat belt parts,The National Highway Transportation Safety Administration has launched an investigation into seat belt parts on 2022 to 2023 Tesla Model X SUVs.,https://www.nbcnews.com/business/autos/tesla-seat-belt-investigation-nhtsa-rcna76989,NBC,Feds launch investigation into Tesla seat belt parts The National Highway Transportation Safety Administration has launched an investigation into seat belt parts on 2022 to 2023 Tesla Model X SUVs.,1,0
2023-03-28 00:00:00,Twitter celebs balk at paying Elon Musk for their blue check marks,"William Shatner, Monica Lewinsky and other prolific Twitter commentators could soon be losing the blue check marks that helped verify their identity on the social media platform.",https://www.nbcnews.com/tech/tech-news/twitter-celebs-balk-paying-elon-musk-blue-check-mark-rcna76968,NBC,"Twitter celebs balk at paying Elon Musk for their blue check marks William Shatner, Monica Lewinsky and other prolific Twitter commentators could soon be losing the blue check marks that helped verify their identity on the social media platform.",0,1
2023-03-29 14:23:05,"Elon Musk and Others Call for Pause on A.I., Citing ‘Profound Risks to Society’","More than 1,000 tech leaders, researchers and others signed an open letter urging a moratorium on the development of the most powerful artificial intelligence systems.",https://www.nytimes.com/2023/03/29/technology/ai-artificial-intelligence-musk-risks.html,NYT,"Elon Musk and Others Call for Pause on A.I., Citing ‘Profound Risks to Society’ More than 1,000 tech leaders, researchers and others signed an open letter urging a moratorium on the development of the most powerful artificial intelligence systems.",0,1
2023-03-30 19:31:10,Elon Musk Tried to Meet With F.T.C. Chair About Twitter but Was Rebuffed,"Mr. Musk requested a meeting with Lina Khan, the chair of the F.T.C., which has been investigating Twitter’s privacy and data practices.",https://www.nytimes.com/2023/03/30/technology/elon-musk-ftc-chair.html,NYT,"Elon Musk Tried to Meet With F.T.C. Chair About Twitter but Was Rebuffed Mr. Musk requested a meeting with Lina Khan, the chair of the F.T.C., which has been investigating Twitter’s privacy and data practices.",0,1
2023-04-02 16:11:26,Tesla Sales Rose in the First Quarter,The electric car company’s decision to slash prices appears to have offset the effect of higher interest rates.,https://www.nytimes.com/2023/04/02/business/tesla-first-quarter-electric-car-sales.html,NYT,Tesla Sales Rose in the First Quarter The electric car company’s decision to slash prices appears to have offset the effect of higher interest rates.,1,0
2023-04-03 00:00:00,Tesla ordered to pay more than $3 million in damages over racially hostile workplace,"A San Francisco federal jury has ordered Tesla to pay $3 million in punitive damages and $175,000 in economic damages to Owen Diaz, a former elevator operator at the company’s factory in Fremont, California, after he endured a racially hostile work environment during his time at the company.",https://www.nbcnews.com/business/business-news/tesla-ordered-pay-3-million-damages-racially-hostile-workplace-rcna78029,NBC,"Tesla ordered to pay more than $3 million in damages over racially hostile workplace A San Francisco federal jury has ordered Tesla to pay $3 million in punitive damages and $175,000 in economic damages to Owen Diaz, a former elevator operator at the company’s factory in Fremont, California, after he endured a racially hostile work environment during his time at the company.",1,0
2023-04-03 21:25:08,Jury Says Tesla Must Pay Worker $3.2 Million Over Racist Treatment,"A former Tesla factory worker, who is Black, challenged a judge’s earlier award of $15 million, but came away with less in a new trial.",https://www.nytimes.com/2023/04/03/business/tesla-racist-treatment-jury-award.html,NYT,"Jury Says Tesla Must Pay Worker $3.2 Million Over Racist Treatment A former Tesla factory worker, who is Black, challenged a judge’s earlier award of $15 million, but came away with less in a new trial.",1,0
2023-04-06 00:00:00,Tesla workers shared sensitive images recorded by customer cars,Tesla assures its millions of electric car owners that their privacy “is and will always be enormously important to us.”,https://www.nbcnews.com/business/business-news/tesla-workers-shared-sensitive-images-recorded-by-customer-cars-rcna78502,NBC,Tesla workers shared sensitive images recorded by customer cars Tesla assures its millions of electric car owners that their privacy “is and will always be enormously important to us.”,1,0
2023-04-07 09:00:34,How Elon Musk Is Changing the Twitter Experience,"Nearly six months after buying Twitter, Mr. Musk has made tweaks that have altered what people see on the platform and how they interact with it.",https://www.nytimes.com/2023/04/07/technology/elon-musk-twitter-changes.html,NYT,"How Elon Musk Is Changing the Twitter Experience Nearly six months after buying Twitter, Mr. Musk has made tweaks that have altered what people see on the platform and how they interact with it.",0,1
2023-04-07 19:01:31,Twitter Takes Aim at Posts That Link to Its Rival Substack,Elon Musk’s company made the norm-shattering move two days after the publishing start-up Substack unveiled a Twitter-like service.,https://www.nytimes.com/2023/04/07/technology/twitter-substack-elon-musk.html,NYT,Twitter Takes Aim at Posts That Link to Its Rival Substack Elon Musk’s company made the norm-shattering move two days after the publishing start-up Substack unveiled a Twitter-like service.,0,1
2023-04-09 19:33:36,Tesla to Build Factory in Shanghai for Large-Scale Batteries,"The company plans to break ground this year on a plant that will produce 10,000 of its energy-storage units known as Megapacks annually.",https://www.nytimes.com/2023/04/09/business/tesla-shanghai-megapacks-batteries.html,NYT,"Tesla to Build Factory in Shanghai for Large-Scale Batteries The company plans to break ground this year on a plant that will produce 10,000 of its energy-storage units known as Megapacks annually.",1,0
2023-04-10 01:02:40,Elon Musk Says Tesla Will Build Shanghai Battery Factory,The facility will produce large batteries that will help electric utilities stabilize grids and use more renewable energy.,https://www.nytimes.com/2023/04/09/business/elon-musk-tesla-shanghai-battery-factory.html,NYT,Elon Musk Says Tesla Will Build Shanghai Battery Factory The facility will produce large batteries that will help electric utilities stabilize grids and use more renewable energy.,1,1
2023-04-12 11:57:45,Elon Musk Addresses the ‘Painful’ Side of Running Twitter,"The social network's owner  talks about bots, blue checks and why he went ahead with the $44 billion acquisition.",https://www.nytimes.com/2023/04/12/business/dealbook/elon-musk-twitter-bbc-interview.html,NYT,"Elon Musk Addresses the ‘Painful’ Side of Running Twitter The social network's owner  talks about bots, blue checks and why he went ahead with the $44 billion acquisition.",0,1
2023-04-19 20:57:46,Tesla’s Profit Dropped Sharply in First Quarter as It Cut Prices,The electric carmaker has reduced prices by thousands of dollars this year to bolster demand and fend off competition.,https://www.nytimes.com/2023/04/19/business/teslas-earnings-first-quarter.html,NYT,Tesla’s Profit Dropped Sharply in First Quarter as It Cut Prices The electric carmaker has reduced prices by thousands of dollars this year to bolster demand and fend off competition.,1,0
2023-04-20 19:00:33,Twitter Begins Removing Check Marks From Accounts,"Elon Musk, the owner of the social media service, has begun to charge a subscription fee for the verification symbol.",https://www.nytimes.com/2023/04/20/technology/twitter-blue-check-marks.html,NYT,"Twitter Begins Removing Check Marks From Accounts Elon Musk, the owner of the social media service, has begun to charge a subscription fee for the verification symbol.",0,1
2023-04-21 00:00:00,Elon Musk’s Twitter drops government-funded media labels,Twitter has removed labels describing global media organizations as government-funded or state-affiliated.,https://www.nbcnews.com/tech/social-media/elon-musks-twitter-drops-government-funded-media-labels-rcna80811,NBC,Elon Musk’s Twitter drops government-funded media labels Twitter has removed labels describing global media organizations as government-funded or state-affiliated.,0,1
2023-04-21 00:00:00,California jury finds Tesla Autopilot did not fail in crash case,"A California state court jury on Friday handed Tesla a sweeping win, finding that the car maker’s Autopilot feature did not fail to perform safely in what appears to be the first trial related to a crash involving the partially automated driving software.",https://www.nbcnews.com/business/business-news/california-jury-finds-tesla-autopilot-not-fail-crash-case-rcna80902,NBC,"California jury finds Tesla Autopilot did not fail in crash case A California state court jury on Friday handed Tesla a sweeping win, finding that the car maker’s Autopilot feature did not fail to perform safely in what appears to be the first trial related to a crash involving the partially automated driving software.",1,0
2023-04-26 00:00:00,Elon Musk meets with Sen. Schumer to discuss artificial intelligence,Elon Musk visited Capitol Hill on Wednesday to meet with Senate Majority Leader Chuck Schumer for a discussion that focused on artificial intelligence.,https://www.nbcnews.com/politics/congress/elon-musk-meets-schumer-discuss-artificial-intelligence-rcna81696,NBC,Elon Musk meets with Sen. Schumer to discuss artificial intelligence Elon Musk visited Capitol Hill on Wednesday to meet with Senate Majority Leader Chuck Schumer for a discussion that focused on artificial intelligence.,0,1
2023-04-27 09:00:23,"Elon Musk Ramps Up A.I. Efforts, Even as He Warns of Dangers","The billionaire plans to compete with OpenAI, the ChatGPT developer he helped found, while calling out the potential harms of artificial intelligence.",https://www.nytimes.com/2023/04/27/technology/elon-musk-ai-openai.html,NYT,"Elon Musk Ramps Up A.I. Efforts, Even as He Warns of Dangers The billionaire plans to compete with OpenAI, the ChatGPT developer he helped found, while calling out the potential harms of artificial intelligence.",0,1
2023-05-03 15:25:45,"Jack Dorsey Has a Lot to Say, Including About Elon Musk and Twitter","The Twitter co-founder has posted prolifically on two new social networks, Nostr and Bluesky, which he also backed financially.",https://www.nytimes.com/2023/05/03/technology/dorsey-musk-twitter-bluesky-nostr.html,NYT,"Jack Dorsey Has a Lot to Say, Including About Elon Musk and Twitter The Twitter co-founder has posted prolifically on two new social networks, Nostr and Bluesky, which he also backed financially.",0,1
2023-05-04 00:00:00,One killed in shooting at Colorado Tesla charging station,,https://www.nbcnews.com/video/one-killed-in-shooting-at-colorado-tesla-charging-station-172748357534,NBC,One killed in shooting at Colorado Tesla charging station,1,0
2023-05-04 00:00:00,Tesla driver fatally shot in fight at Denver charging station,"A fight at an electric vehicle charging station in suburban Denver escalated into a fatal shooting that killed a Tesla driver and put another man in custody, authorities said.",https://www.nbcnews.com/news/us-news/tesla-driver-fatally-shot-fight-denver-charging-station-rcna82836,NBC,"Tesla driver fatally shot in fight at Denver charging station A fight at an electric vehicle charging station in suburban Denver escalated into a fatal shooting that killed a Tesla driver and put another man in custody, authorities said.",1,0
2023-05-10 12:17:18,Is Tucker Carlson Too Hot for Twitter to Handle?,"Elon Musk didn't exactly give the conservative media star a warm embrace, suggesting the outspoken owner has reservations.",https://www.nytimes.com/2023/05/10/business/dealbook/tucker-carlson-elon-musk-twitter.html,NYT,"Is Tucker Carlson Too Hot for Twitter to Handle? Elon Musk didn't exactly give the conservative media star a warm embrace, suggesting the outspoken owner has reservations.",0,1
2023-05-11 00:00:00,Elon Musk says he's hired a new CEO for Twitter and will reduce his own role,Twitter owner Elon Musk said Thursday he has hired a new CEO to run the social media platform.,https://www.nbcnews.com/tech/tech-news/elon-musk-says-hired-new-ceo-twitter-will-reduce-role-rcna84038,NBC,Elon Musk says he's hired a new CEO for Twitter and will reduce his own role Twitter owner Elon Musk said Thursday he has hired a new CEO to run the social media platform.,0,1
2023-05-11 20:28:34,Elon Musk Says He Has a New C.E.O. for Twitter,"Mr. Musk is in talks about the role with Linda Yaccarino, chairman of global advertising and partnerships at NBCUniversal, two people with knowledge of the matter said.",https://www.nytimes.com/2023/05/11/technology/elon-musk-ceo-twitter.html,NYT,"Elon Musk Says He Has a New C.E.O. for Twitter Mr. Musk is in talks about the role with Linda Yaccarino, chairman of global advertising and partnerships at NBCUniversal, two people with knowledge of the matter said.",0,1
2023-05-12 00:00:00,China says Tesla to fix software for 1.1 million vehicles with braking issue,China’s market regulator said Tesla Inc.,https://www.nbcnews.com/business/autos/china-says-tesla-fix-software-11-million-cars-braking-issue-rcna84137,NBC,China says Tesla to fix software for 1.1 million vehicles with braking issue China’s market regulator said Tesla Inc.,1,0
2023-05-12 13:24:35,Elon Musk Appoints Linda Yaccarino Twitter’s New Chief,Mr. Musk said Ms. Yaccarino would focus on business operations and he would work on product design and technology at the social media platform.,https://www.nytimes.com/2023/05/12/technology/yaccarino-twitter-ceo-musk.html,NYT,Elon Musk Appoints Linda Yaccarino Twitter’s New Chief Mr. Musk said Ms. Yaccarino would focus on business operations and he would work on product design and technology at the social media platform.,0,1
2023-05-14 11:00:05,The Week in Business: Trump on TV,Inflation continues to slow. Elon Musk says he’s found a new C.E.O. for Twitter. And there will be a pair of Senate hearings on the banking crisis.,https://www.nytimes.com/2023/05/14/business/the-week-in-business-trump-cnn.html,NYT,The Week in Business: Trump on TV Inflation continues to slow. Elon Musk says he’s found a new C.E.O. for Twitter. And there will be a pair of Senate hearings on the banking crisis.,0,1
2023-05-15 00:00:00,"Elon Musk still needs 'Twitter sitter,' judges rule",Tesla CEO Elon Musk lost an appeal to unwind parts of a consent decree that he and the automaker struck with the Securities and Exchange Commission to settle civil securities fraud charges in 2018.,https://www.nbcnews.com/business/business-news/elon-musk-still-needs-twitter-sitter-judges-rule-rcna84504,NBC,"Elon Musk still needs 'Twitter sitter,' judges rule Tesla CEO Elon Musk lost an appeal to unwind parts of a consent decree that he and the automaker struck with the Securities and Exchange Commission to settle civil securities fraud charges in 2018.",1,1
2023-05-16 00:00:00,Elon Musk says 'so be it' to consequences of his tweeting,"Tech billionaire Elon Musk defended his promotion of conspiracy theories, called the work-from-home trend morally wrong and criticized the direction of tech startup OpenAI in a wide-ranging and at times combative interview Tuesday with CNBC.",https://www.nbcnews.com/tech/tech-news/musks-says-consequences-tweeting-rcna84758,NBC,"Elon Musk says 'so be it' to consequences of his tweeting Tech billionaire Elon Musk defended his promotion of conspiracy theories, called the work-from-home trend morally wrong and criticized the direction of tech startup OpenAI in a wide-ranging and at times combative interview Tuesday with CNBC.",0,1
2023-05-16 00:00:00,Elon Musk to be subpoenaed for documents in Virgin Islands' Epstein lawsuit against JPMorgan,"The U.S. Virgin Islands issued a subpoena to Tesla CEO Elon Musk seeking documents for that government’s lawsuit against JPMorgan Chase over sex trafficking by the bank’s late longtime customer Jeffrey Epstein, a court filing revealed Monday.",https://www.nbcnews.com/business/business-news/elon-musk-subpoenaed-documents-virgin-islands-epstein-lawsuit-jpmorgan-rcna84612,NBC,"Elon Musk to be subpoenaed for documents in Virgin Islands' Epstein lawsuit against JPMorgan The U.S. Virgin Islands issued a subpoena to Tesla CEO Elon Musk seeking documents for that government’s lawsuit against JPMorgan Chase over sex trafficking by the bank’s late longtime customer Jeffrey Epstein, a court filing revealed Monday.",1,1
2023-05-16 09:00:22,Musk Warns Tesla Shareholders to Expect “Challenging” Year,"Tesla will not escape the effects of a global economic downturn, Mr. Musk said at the carmaker’s annual meeting. But he insisted Tesla would emerge stronger.",https://www.nytimes.com/2023/05/16/business/tesla-shareholder-annual-meeting.html,NYT,"Musk Warns Tesla Shareholders to Expect “Challenging” Year Tesla will not escape the effects of a global economic downturn, Mr. Musk said at the carmaker’s annual meeting. But he insisted Tesla would emerge stronger.",1,1
2023-05-17 00:00:00,Twitter CEO Elon Musk addresses conspiracy theories in CNBC interview,,https://www.nbcnews.com/now/video/twitter-ceo-elon-musk-addresses-conspiracy-theories-in-cnbc-interview-174628933672,NBC,Twitter CEO Elon Musk addresses conspiracy theories in CNBC interview,0,1
2023-05-18 00:00:00,"Wife of radiologist who drove Tesla off Calif. cliff with family inside said he did it 'on purpose,' unsealed docs reveal","The wife of the California radiologist accused of intentionally driving his Tesla off a 330-foot cliff with her and their two young children inside early this year told authorities he plunged off the precipice “on purpose,” newly unsealed documents reveal.",https://www.nbcnews.com/news/us-news/wife-radiologist-drove-tesla-ca-cliff-family-said-purpose-unsealed-doc-rcna85033,NBC,"Wife of radiologist who drove Tesla off Calif. cliff with family inside said he did it 'on purpose,' unsealed docs reveal The wife of the California radiologist accused of intentionally driving his Tesla off a 330-foot cliff with her and their two young children inside early this year told authorities he plunged off the precipice “on purpose,” newly unsealed documents reveal.",1,0
2023-05-18 00:00:00,"Man intentionally drove Tesla off cliff with family inside, wife says",,https://www.nbcnews.com/video/man-intentionally-drove-tesla-off-cliff-with-family-inside-wife-says-174839877835,NBC,"Man intentionally drove Tesla off cliff with family inside, wife says",1,0
2023-05-19 00:00:00,"Morning Rundown: G-7 summit, New Mexico mass shooting bodycam, Tesla cliff crash",Get everything you need to know to start your day. Sign up to get the Morning Rundown newsletter to your email inbox.,https://www.nbcnews.com/news/morning-rundown-may-19-rcna85210,NBC,"Morning Rundown: G-7 summit, New Mexico mass shooting bodycam, Tesla cliff crash Get everything you need to know to start your day. Sign up to get the Morning Rundown newsletter to your email inbox.",1,0
2023-05-24 00:00:00,"With DeSantis event, Twitter solidifies its place in the conservative media world",Democratic strategists said the joint Musk-DeSantis event was the latest example of the billionaire aligning himself and Twitter with conservative politics.,https://www.nbcnews.com/tech/social-media/desantis-twitter-conservative-media-rcna86150,NBC,"With DeSantis event, Twitter solidifies its place in the conservative media world Democratic strategists said the joint Musk-DeSantis event was the latest example of the billionaire aligning himself and Twitter with conservative politics.",0,1
2023-05-24 22:57:12,Elon Musk’s Event With Ron DeSantis Exposes Twitter’s Weaknesses,What was supposed to be a crowning moment for Mr. Musk’s Twitter turned into a series of technical glitches.,https://www.nytimes.com/2023/05/24/technology/elon-musk-desantis-twitter.html,NYT,Elon Musk’s Event With Ron DeSantis Exposes Twitter’s Weaknesses What was supposed to be a crowning moment for Mr. Musk’s Twitter turned into a series of technical glitches.,0,1
2023-05-26 00:00:00,Ford EVs will use Tesla charging tech in surprise partnership between rival automakers,"DETROIT — Ford Motor will partner with Tesla on charging initiatives for its current and future electric vehicles in an unusual tie-up between the two rivals, CEOs of the automakers announced Thursday.",https://www.nbcnews.com/tech/tech-news/ford-evs-will-use-tesla-charging-tech-surprise-partnership-rival-autom-rcna86423,NBC,"Ford EVs will use Tesla charging tech in surprise partnership between rival automakers DETROIT — Ford Motor will partner with Tesla on charging initiatives for its current and future electric vehicles in an unusual tie-up between the two rivals, CEOs of the automakers announced Thursday.",1,0
2023-05-26 00:00:00,Elon Musk’s brain implant company Neuralink announces FDA approval of in-human clinical study,"Neuralink, the neurotech startup co-founded by Elon Musk, announced Thursday it has received approval from the Food and Drug Administration to conduct its first in-human clinical study.",https://www.nbcnews.com/business/business-news/elon-musks-brain-implant-company-neuralink-announces-fda-approval-huma-rcna86384,NBC,"Elon Musk’s brain implant company Neuralink announces FDA approval of in-human clinical study Neuralink, the neurotech startup co-founded by Elon Musk, announced Thursday it has received approval from the Food and Drug Administration to conduct its first in-human clinical study.",0,1
2023-05-30 00:00:00,"Elon Musk meets Chinese foreign minister, who calls for ‘mutual respect’ in U.S. relations","China’s foreign minister met Tesla CEO Elon Musk on Tuesday and said strained U.S.-Chinese relations require “mutual respect,” while delivering a message of reassurance that foreign companies are welcome.",https://www.nbcnews.com/news/world/elon-musk-china-foreign-minister-us-business-rcna86777,NBC,"Elon Musk meets Chinese foreign minister, who calls for ‘mutual respect’ in U.S. relations China’s foreign minister met Tesla CEO Elon Musk on Tuesday and said strained U.S.-Chinese relations require “mutual respect,” while delivering a message of reassurance that foreign companies are welcome.",1,1
2023-06-02 00:00:00,Elon Musk meets Chinese officials in Shanghai,,https://www.nbcnews.com/video/elon-musk-meets-chinese-officials-in-shanghai-179322949906,NBC,Elon Musk meets Chinese officials in Shanghai,0,1
2023-06-02 00:00:00,Musk leaves China after whirlwind trip filled with praise and politics,"World’s richest man Elon Musk was welcomed by top officials and hailed by citizens during his China visit, opposing “decoupling” amid China-U.S. tensions.",https://www.nbcnews.com/news/world/musk-china-politics-tesla-twitter-rcna87378,NBC,"Musk leaves China after whirlwind trip filled with praise and politics World’s richest man Elon Musk was welcomed by top officials and hailed by citizens during his China visit, opposing “decoupling” amid China-U.S. tensions.",0,1
2023-06-08 00:00:00,"Black workers at California Tesla factory allege rampant racism, seek class-action status",Tesla may face a class-action lawsuit after 240 Black factory workers in California described rampant racism and discrimination at the electric automaker’s San Francisco Bay Area plant.,https://www.nbcnews.com/business/business-news/black-workers-california-tesla-factory-allege-rampant-racism-rcna88343,NBC,"Black workers at California Tesla factory allege rampant racism, seek class-action status Tesla may face a class-action lawsuit after 240 Black factory workers in California described rampant racism and discrimination at the electric automaker’s San Francisco Bay Area plant.",1,0
2023-06-08 21:13:32,Tesla Will Open Its Charging Network to G.M.’s Electric Vehicles,"The electric car company, which operates the country’s most extensive charging network, struck a similar deal with Ford Motor recently.",https://www.nytimes.com/2023/06/08/business/general-motors-tesla-electric-vehicles-charging.html,NYT,"Tesla Will Open Its Charging Network to G.M.’s Electric Vehicles The electric car company, which operates the country’s most extensive charging network, struck a similar deal with Ford Motor recently.",1,0
2023-06-09 00:00:00,GM and Ford agree to allow electric vehicle drivers to use Tesla chargers,,https://www.nbcnews.com/nightly-news/video/gm-and-ford-agree-to-allow-electric-vehicle-drivers-to-use-tesla-chargers-181544005639,NBC,GM and Ford agree to allow electric vehicle drivers to use Tesla chargers,1,0
2023-06-09 00:00:00,GM’s electric vehicles will gain access to Tesla’s vast charging network,Electric vehicles made by General Motors will be able to use much of Tesla’s extensive charging network beginning early next year.,https://www.nbcnews.com/tech/tech-news/gms-electric-vehicles-will-gain-access-teslas-vast-charging-network-rcna88535,NBC,GM’s electric vehicles will gain access to Tesla’s vast charging network Electric vehicles made by General Motors will be able to use much of Tesla’s extensive charging network beginning early next year.,1,0
2023-06-16 09:00:58,There’s No Uber or Lyft. There Is a Communal Tesla.,An innovative E.V. ride-sharing program is bringing low-cost clean transportation to an agricultural town in California’s Central Valley. Others are following suit.,https://www.nytimes.com/2023/06/16/business/ev-ride-sharing-volunteers.html,NYT,There’s No Uber or Lyft. There Is a Communal Tesla. An innovative E.V. ride-sharing program is bringing low-cost clean transportation to an agricultural town in California’s Central Valley. Others are following suit.,1,0
2023-06-21 00:00:00,‘I am a fan of Modi’: Elon Musk on his friendship with India’s prime minister,"Tesla CEO Elon Musk says he is “incredibly excited about the future of India,” adding that it has “more promise than any large country in the world.”",https://www.nbcnews.com/news/world/-fan-modi-elon-musk-friendship-indian-prime-minister-modi-rcna90319,NBC,"‘I am a fan of Modi’: Elon Musk on his friendship with India’s prime minister Tesla CEO Elon Musk says he is “incredibly excited about the future of India,” adding that it has “more promise than any large country in the world.”",1,1
2023-06-22 14:32:16,Elon Musk Proposes ‘Cage Match’ With Mark Zuckerberg,"The technology moguls who run Twitter and Meta appeared to agree to a fight, the latest twist in a long-running feud.",https://www.nytimes.com/2023/06/22/business/musk-zuckerberg-cage-match.html,NYT,"Elon Musk Proposes ‘Cage Match’ With Mark Zuckerberg The technology moguls who run Twitter and Meta appeared to agree to a fight, the latest twist in a long-running feud.",0,1
2023-06-27 07:00:17,Tesla May Have Already Won the Charging Wars,Deals with Ford and G.M. will make it easier to find a charger but could give Elon Musk control of critical infrastructure.,https://www.nytimes.com/2023/06/27/business/energy-environment/tesla-gm-ford-charging-electric-vehicles.html,NYT,Tesla May Have Already Won the Charging Wars Deals with Ford and G.M. will make it easier to find a charger but could give Elon Musk control of critical infrastructure.,1,1
2023-06-29 09:00:45,Twitter’s New Chief Eases Into the Hot Seat,"Linda Yaccarino, who initially could not take ad sales meetings because of a noncompete clause, is adjusting to her new role reporting to Elon Musk.",https://www.nytimes.com/2023/06/29/technology/twitter-ceo-linda-yaccarino.html,NYT,"Twitter’s New Chief Eases Into the Hot Seat Linda Yaccarino, who initially could not take ad sales meetings because of a noncompete clause, is adjusting to her new role reporting to Elon Musk.",0,1
2023-07-01 09:01:15,A ‘Cage Match’ Between Elon Musk and Mark Zuckerberg May Be No Joke,Talks over a matchup between the two tech billionaires have progressed and the parameters of an event are taking shape.,https://www.nytimes.com/2023/07/01/technology/elon-musk-mark-zuckerberg-cage-match.html,NYT,A ‘Cage Match’ Between Elon Musk and Mark Zuckerberg May Be No Joke Talks over a matchup between the two tech billionaires have progressed and the parameters of an event are taking shape.,0,1
2023-07-02 16:16:50,Tesla Sales Surge as Tax Credits Fuel Demand,"Incentives and price cuts made Tesla electric cars cheaper than comparable gasoline models. But the company faces growing competition in China, a key market.",https://www.nytimes.com/2023/07/02/business/tesla-q2-sales-deliveries.html,NYT,"Tesla Sales Surge as Tax Credits Fuel Demand Incentives and price cuts made Tesla electric cars cheaper than comparable gasoline models. But the company faces growing competition in China, a key market.",1,0
2023-07-03 00:00:00,Tesla sees record global deliveries after lowering prices and tapping into EV tax credits,Tesla reported record quarterly global auto sales after it cut prices on its autos and customers reap the benefits of renewed tax credits for purchasing its electric vehicles.,https://www.nbcnews.com/business/autos/tesla-lower-prices-lead-to-record-global-deliveries-electric-vehicles-rcna92354,NBC,Tesla sees record global deliveries after lowering prices and tapping into EV tax credits Tesla reported record quarterly global auto sales after it cut prices on its autos and customers reap the benefits of renewed tax credits for purchasing its electric vehicles.,1,0
