title,url,date_text,summary,date
Elon Musk's Twitter faces censorship allegations in India free speech battle,https://www.nbcnews.com/tech/social-media/modi-twitter-bbc-musk-elon-documentary-watch-video-rcna67497,"Jan 25, 2023",Elon Musk is facing allegations of complying with state censorship after Twitter appeared to take sides with India’s government in a turbulent free speech fight.,2023-01-25
Elon Musk meets with House Republicans,https://www.nbcnews.com/now/video/elon-musk-meets-with-house-republicans-161952837597,"Jan 27, 2023",,2023-01-27
Two companies race to deploy robotaxis in San Francisco. The city wants them to hit the brakes.,https://www.nbcnews.com/tech/tech-news/san-francisco-looks-hit-brakes-self-driving-cars-rcna66204,"Jan 27, 2023",San Francisco is trying to slow the expansion of robotaxis after repeated incidents in which cars without drivers stopped and idled in the middle of the street.,2023-01-27
India's Gen Z grapples with Modi's dark past in new documentary,https://www.nbcnews.com/news/world/india-narendra-modi-bbc-documentary-protests-gujurat-riot-rcna67795,"Jan 28, 2023",Authorities in India have gone to extraordinary lengths to stop people from seeing a new BBC documentary that is critical of Prime Minister Narendra Modi and his role in the deadly 2002 riots in Gujarat.,2023-01-28
Driver in California cliff crash that injured his wife and two young children is moved from hospital to jail,https://www.nbcnews.com/news/crime-courts/driver-california-cliff-crash-injured-two-young-children-wife-moved-ho-rcna68082,"Jan 29, 2023","Driver of car that plunged off cliff in northern California, injuring his two young children and his wife, released from hospital and jailed.",2023-01-29
"Ford cuts prices on electric Mustang Mach-E, following Tesla’s lead",https://www.nbcnews.com/business/autos/ford-cuts-prices-electric-mustang-mach-e-teslas-lead-rcna68176,"Jan 30, 2023","DETROIT — Ford Motor is increasing production and cutting prices of its electric Mustang Mach-E crossover, weeks after industry leader Tesla announced similar plans for its EVs.",2023-01-30
Tesla driver charged with attempted murder after driving family off California cliff,https://www.nbcnews.com/video/tesla-driver-charged-with-attempted-murder-after-driving-family-off-california-cliff-162162245877,"Jan 30, 2023",,2023-01-30
Ford will cut prices for EV Mach-E following Tesla price slash,https://www.nbcnews.com/now/video/ford-will-cut-prices-for-ev-mach-e-following-tesla-price-slash-162124869625,"Jan 30, 2023",,2023-01-30
"Tesla car battery 'spontaneously' catches fire on California freeway, requiring 6,000 gallons of water to put it out",https://www.nbcnews.com/business/business-news/tesla-car-battery-fire-needed-6000-gallons-water-to-extinguish-rcna68153,"Jan 30, 2023","A Tesla car battery ""spontaneously"" burst into flames on a California freeway Saturday, and firefighters needed 6,000 gallons of water to put it out.",2023-01-30
Tesla driver is charged with attempted murder after allegedly plunging his family off a California cliff on purpose,https://www.nbcnews.com/news/us-news/tesla-driver-charged-attempted-murder-allegedly-plunging-family-califo-rcna68173,"Jan 30, 2023","Northern California prosecutors on Monday filed attempted murder charges against a motorist who was behind the wheel of a Tesla that went over a cliff, nearly killing himself, his wife and two children.",2023-01-30
Want to build a website? Just ask ChatGPT in plain English,https://www.nbcnews.com/tech/tech-news/chatgpt-code-website-rcna66981,"Feb 01, 2023",YouTube and TikTok are already rife with videos of people showing how they’ve found ways to have ChatGPT perform tasks that once required a hefty dose of coding ability.,2023-02-01
Jury finds Elon Musk did not defraud Tesla investors with infamous 'funding secured' claim,https://www.nbcnews.com/business/business-news/elon-musk-funding-secured-trial-verdict-rcna68634,"Feb 03, 2023","A jury found Elon Musk not liable for costing investors millions of dollars when he issued a series of tweets saying he had ""secured"" funding to take the electric car maker private.",2023-02-03
Mystery surrounding a fatal Tesla crash with no one behind the wheel is solved,https://www.nbcnews.com/news/us-news/mystery-surrounding-fatal-tesla-crash-no-one-wheel-solved-rcna69865,"Feb 09, 2023","Investigators from the National Transportation Safety Board apparently have solved the mystery of why no one was found behind the steering wheel of a Tesla that crashed in a Texas two years ago, killing two men.",2023-02-09
Russian national with ties to Putin convicted of hacking U.S. companies in $90 million insider trading scheme,https://www.nbcnews.com/politics/russian-national-ties-putin-convicted-hacking-us-companies-90-million-rcna70652,"Feb 14, 2023",A Russian businessman with ties to President Vladimir Putin was convicted Tuesday of participating in a $90 million insider trading scam that relied on confidential information stolen from U.S. companies through computer hacking.,2023-02-14
"Tesla will open part of electric vehicle charging network to other drivers, White House says",https://www.nbcnews.com/politics/white-house/tesla-will-open-part-electric-vehicle-charging-network-drivers-white-h-rcna70744,"Feb 15, 2023","Tesla will open a portion of its electric vehicle charging stations to drivers of other vehicles by the end of next year, the White House said.",2023-02-15
Complaint accuses Tesla of firing more than 30 workers after union effort was announced,https://www.nbcnews.com/business/business-news/tesla-fired-workers-after-union-effort-was-announced-complaint-alleges-rcna71008,"Feb 16, 2023","A group of Tesla workers in Buffalo, New York, have filed a complaint with the National Labor Relations Board accusing the electric carmaker of firing at least 30 workers in response to their union organizing efforts.",2023-02-16
"Tesla recalling nearly 363,000 vehicles over 'full self-driving' software that could lead to crashes",https://www.nbcnews.com/business/consumer/tesla-recalls-model-s-model-x-model-3-model-y-fsd-software-rcna71048,"Feb 16, 2023","Tesla is recalling 362,758 vehicles because a version of its ""full self-driving"" software may increase the risk of crashes, according to the National Highway Traffic Safety Administration in response to a notice Tesla sent the agency on Wednesday.",2023-02-16
Tesla accused of firing workers amid push to unionize,https://www.nbcnews.com/now/video/tesla-fires-workers-amid-push-to-unionize-163507269867,"Feb 16, 2023",,2023-02-16
DeSantis sports strong numbers even before entering W.H. race. Will it last?,https://www.nbcnews.com/meet-the-press/first-read/desantis-sports-strong-2024-numbers-will-last-rcna71154,"Feb 17, 2023","Florida Gov. Ron DeSantis starts the 2024 GOP presidential race as a co-frontrunner with Donald Trump, according to polls. But can he withstand coming attacks?",2023-02-17
Tesla driver killed after plowing into firetruck on Northern California freeway,https://www.nbcnews.com/news/us-news/tesla-driver-killed-plowing-firetruck-northern-california-freeway-rcna71436,"Feb 20, 2023","A Tesla driver was killed and a passenger was critically injured Saturday when the car plowed into a fire truck that was parked on a Northern California freeway to shield a crew clearing another accident, fire officials said.",2023-02-20
Elon Musk calls U.S. media and schools 'racist against whites & Asians' after newspapers drop 'Dilbert',https://www.nbcnews.com/tech/tech-news/elon-musk-calls-us-media-schools-racist-whites-asians-newspapers-drop-rcna72437,"Feb 27, 2023","Elon Musk, the CEO of SpaceX, Tesla and Twitter, accused “the media” and “elite colleges and high schools” of being “racist” against white and Asian people.",2023-02-27
Chinese state-linked paper lashes out at Elon Musk over lab leak theory,https://www.nbcnews.com/tech/tech-news/chinese-government-linked-paper-lashes-elon-musk-lab-leak-theory-rcna72788,"Feb 28, 2023",A Chinese state-run media outlet has issued a word of warning to Elon Musk: Be careful about how you talk about China.,2023-02-28
